Season,Team,Lg,Salary,Player Link
2004-05,Washington Wizards,NBA,"$9,389,600",/players/a/arenagi01.html
2005-06,Washington Wizards,NBA,"$10,243,200",/players/a/arenagi01.html
2006-07,Washington Wizards,NBA,"$11,096,800",/players/a/arenagi01.html
2007-08,Washington Wizards,NBA,"$11,950,400",/players/a/arenagi01.html
2008-09,Washington Wizards,NBA,"$14,653,466",/players/a/arenagi01.html
2009-10,Washington Wizards,NBA,"$16,192,080",/players/a/arenagi01.html
2010-11,Orlando Magic,NBA,"$17,730,694",/players/a/arenagi01.html
2011-12,Orlando Magic,NBA,"$19,269,307",/players/a/arenagi01.html
2011-12,Memphis Grizzlies,NBA,"$312,342",/players/a/arenagi01.html
2012-13,Orlando Magic,NBA,"$20,807,922",/players/a/arenagi01.html
2013-14,Orlando Magic,NBA,"$22,346,536",/players/a/arenagi01.html
Career,(may be incomplete),,"$163,373,599",/players/a/arenagi01.html
2001-02,Golden State Warriors,NBA,"$332,817",/players/a/arenagi01.html
2002-03,Golden State Warriors,NBA,"$512,435",/players/a/arenagi01.html
2003-04,Washington Wizards,NBA,"$8,536,000",/players/a/arenagi01.html
2004-05,Washington Wizards,NBA,"$9,389,600",/players/a/arenagi01.html
2005-06,Washington Wizards,NBA,"$10,243,200",/players/a/arenagi01.html
2006-07,Washington Wizards,NBA,"$11,096,800",/players/a/arenagi01.html
2007-08,Washington Wizards,NBA,"$11,950,400",/players/a/arenagi01.html
2008-09,Washington Wizards,NBA,"$14,653,466",/players/a/arenagi01.html
2009-10,Washington Wizards,NBA,"$16,192,080",/players/a/arenagi01.html
2010-11,Orlando Magic,NBA,"$17,730,694",/players/a/arenagi01.html
2011-12,Orlando Magic,NBA,"$19,269,307",/players/a/arenagi01.html
2011-12,Memphis Grizzlies,NBA,"$312,342",/players/a/arenagi01.html
2012-13,Orlando Magic,NBA,"$20,807,922",/players/a/arenagi01.html
2013-14,Orlando Magic,NBA,"$22,346,536",/players/a/arenagi01.html
Career,(may be incomplete),,"$163,373,599",/players/a/arenagi01.html
2004-05,New York Knicks,NBA,"$385,277",/players/a/arizatr01.html
2005-06,New York Knicks,NBA,"$682,051",/players/a/arizatr01.html
2006-07,Orlando Magic,NBA,"$3,100,000",/players/a/arizatr01.html
2007-08,Los Angeles Lakers,NBA,"$3,100,000",/players/a/arizatr01.html
2008-09,Los Angeles Lakers,NBA,"$3,100,000",/players/a/arizatr01.html
2009-10,Houston Rockets,NBA,"$5,854,000",/players/a/arizatr01.html
2010-11,New Orleans Hornets,NBA,"$6,322,320",/players/a/arizatr01.html
2011-12,New Orleans Hornets,NBA,"$6,790,640",/players/a/arizatr01.html
2012-13,Washington Wizards,NBA,"$7,258,960",/players/a/arizatr01.html
2013-14,Washington Wizards,NBA,"$7,727,280",/players/a/arizatr01.html
2014-15,Houston Rockets,NBA,"$8,579,089",/players/a/arizatr01.html
2015-16,Houston Rockets,NBA,"$8,193,030",/players/a/arizatr01.html
2016-17,Houston Rockets,NBA,"$7,806,971",/players/a/arizatr01.html
2017-18,Houston Rockets,NBA,"$7,420,912",/players/a/arizatr01.html
2018-19,Washington Wizards,NBA,"$15,000,000",/players/a/arizatr01.html
2019-20,Portland Trail Blazers,NBA,"$12,200,000",/players/a/arizatr01.html
2020-21,Miami Heat,NBA,"$12,800,000",/players/a/arizatr01.html
2021-22,Los Angeles Lakers,NBA,"$2,641,691",/players/a/arizatr01.html
Career,(may be incomplete),,"$118,962,221",/players/a/arizatr01.html
2004-05,New York Knicks,NBA,"$385,277",/players/a/arizatr01.html
2005-06,New York Knicks,NBA,"$682,051",/players/a/arizatr01.html
2006-07,Orlando Magic,NBA,"$3,100,000",/players/a/arizatr01.html
2007-08,Los Angeles Lakers,NBA,"$3,100,000",/players/a/arizatr01.html
2008-09,Los Angeles Lakers,NBA,"$3,100,000",/players/a/arizatr01.html
2009-10,Houston Rockets,NBA,"$5,854,000",/players/a/arizatr01.html
2010-11,New Orleans Hornets,NBA,"$6,322,320",/players/a/arizatr01.html
2011-12,New Orleans Hornets,NBA,"$6,790,640",/players/a/arizatr01.html
2012-13,Washington Wizards,NBA,"$7,258,960",/players/a/arizatr01.html
2013-14,Washington Wizards,NBA,"$7,727,280",/players/a/arizatr01.html
2014-15,Houston Rockets,NBA,"$8,579,089",/players/a/arizatr01.html
2015-16,Houston Rockets,NBA,"$8,193,030",/players/a/arizatr01.html
2016-17,Houston Rockets,NBA,"$7,806,971",/players/a/arizatr01.html
2017-18,Houston Rockets,NBA,"$7,420,912",/players/a/arizatr01.html
2018-19,Washington Wizards,NBA,"$15,000,000",/players/a/arizatr01.html
2019-20,Portland Trail Blazers,NBA,"$12,200,000",/players/a/arizatr01.html
2020-21,Miami Heat,NBA,"$12,800,000",/players/a/arizatr01.html
2021-22,Los Angeles Lakers,NBA,"$2,641,691",/players/a/arizatr01.html
Career,(may be incomplete),,"$118,962,221",/players/a/arizatr01.html
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$1,767,600",/players/a/armsthi01.html
2007-08,New Orleans Hornets,NBA,"$1,900,200",/players/a/armsthi01.html
2008-09,New Orleans Hornets,NBA,"$2,032,800",/players/a/armsthi01.html
2009-10,Houston Rockets,NBA,"$2,801,198",/players/a/armsthi01.html
2010-11,Atlanta Hawks,NBA,"$992,680",/players/a/armsthi01.html
Career,(may be incomplete),,"$9,494,478",/players/a/armsthi01.html
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$1,767,600",/players/a/armsthi01.html
2007-08,New Orleans Hornets,NBA,"$1,900,200",/players/a/armsthi01.html
2008-09,New Orleans Hornets,NBA,"$2,032,800",/players/a/armsthi01.html
2009-10,Houston Rockets,NBA,"$2,801,198",/players/a/armsthi01.html
2010-11,Atlanta Hawks,NBA,"$992,680",/players/a/armsthi01.html
Career,(may be incomplete),,"$9,494,478",/players/a/armsthi01.html
2001-02,Toronto Raptors,NBA,"$332,817",/players/a/arroyca01.html
2002-03,Utah Jazz,NBA,"$546,000",/players/a/arroyca01.html
2003-04,Utah Jazz,NBA,"$800,000",/players/a/arroyca01.html
2004-05,Utah Jazz,NBA,"$4,000,000",/players/a/arroyca01.html
2005-06,Detroit Pistons,NBA,"$4,000,000",/players/a/arroyca01.html
2006-07,Orlando Magic,NBA,"$4,100,000",/players/a/arroyca01.html
2007-08,Orlando Magic,NBA,"$4,100,000",/players/a/arroyca01.html
2009-10,Miami Heat,NBA,"$1,107,572",/players/a/arroyca01.html
2010-11,Miami Heat,NBA,"$1,223,166",/players/a/arroyca01.html
Career,(may be incomplete),,"$20,209,555",/players/a/arroyca01.html
2001-02,Toronto Raptors,NBA,"$332,817",/players/a/arroyca01.html
2002-03,Utah Jazz,NBA,"$546,000",/players/a/arroyca01.html
2003-04,Utah Jazz,NBA,"$800,000",/players/a/arroyca01.html
2004-05,Utah Jazz,NBA,"$4,000,000",/players/a/arroyca01.html
2005-06,Detroit Pistons,NBA,"$4,000,000",/players/a/arroyca01.html
2006-07,Orlando Magic,NBA,"$4,100,000",/players/a/arroyca01.html
2007-08,Orlando Magic,NBA,"$4,100,000",/players/a/arroyca01.html
2009-10,Miami Heat,NBA,"$1,107,572",/players/a/arroyca01.html
2010-11,Miami Heat,NBA,"$1,223,166",/players/a/arroyca01.html
Career,(may be incomplete),,"$20,209,555",/players/a/arroyca01.html
2008-09,Memphis Grizzlies,NBA,"$977,160",/players/a/arthuda01.html
2009-10,Memphis Grizzlies,NBA,"$1,050,480",/players/a/arthuda01.html
2010-11,Memphis Grizzlies,NBA,"$1,123,680",/players/a/arthuda01.html
2011-12,Memphis Grizzlies,NBA,"$2,027,119",/players/a/arthuda01.html
2012-13,Memphis Grizzlies,NBA,"$3,006,217",/players/a/arthuda01.html
2013-14,Denver Nuggets,NBA,"$3,231,683",/players/a/arthuda01.html
2014-15,Denver Nuggets,NBA,"$3,457,149",/players/a/arthuda01.html
2015-16,Denver Nuggets,NBA,"$2,814,000",/players/a/arthuda01.html
2016-17,Denver Nuggets,NBA,"$8,070,175",/players/a/arthuda01.html
2017-18,Denver Nuggets,NBA,"$7,464,912",/players/a/arthuda01.html
2018-19,Phoenix Suns,NBA,"$7,464,912",/players/a/arthuda01.html
Career,(may be incomplete),,"$40,687,487",/players/a/arthuda01.html
2008-09,Memphis Grizzlies,NBA,"$977,160",/players/a/arthuda01.html
2009-10,Memphis Grizzlies,NBA,"$1,050,480",/players/a/arthuda01.html
2010-11,Memphis Grizzlies,NBA,"$1,123,680",/players/a/arthuda01.html
2011-12,Memphis Grizzlies,NBA,"$2,027,119",/players/a/arthuda01.html
2012-13,Memphis Grizzlies,NBA,"$3,006,217",/players/a/arthuda01.html
2013-14,Denver Nuggets,NBA,"$3,231,683",/players/a/arthuda01.html
2014-15,Denver Nuggets,NBA,"$3,457,149",/players/a/arthuda01.html
2015-16,Denver Nuggets,NBA,"$2,814,000",/players/a/arthuda01.html
2016-17,Denver Nuggets,NBA,"$8,070,175",/players/a/arthuda01.html
2017-18,Denver Nuggets,NBA,"$7,464,912",/players/a/arthuda01.html
2018-19,Phoenix Suns,NBA,"$7,464,912",/players/a/arthuda01.html
Career,(may be incomplete),,"$40,687,487",/players/a/arthuda01.html
1999-00,Orlando Magic,NBA,"$385,000",/players/a/atkinch01.html
2000-01,Detroit Pistons,NBA,"$3,000,000",/players/a/atkinch01.html
2001-02,Detroit Pistons,NBA,"$3,300,000",/players/a/atkinch01.html
2002-03,Detroit Pistons,NBA,"$3,600,000",/players/a/atkinch01.html
2003-04,Detroit Pistons,NBA,"$3,900,000",/players/a/atkinch01.html
2004-05,Los Angeles Lakers,NBA,"$4,200,000",/players/a/atkinch01.html
2005-06,Washington Wizards,NBA,"$4,500,000",/players/a/atkinch01.html
2006-07,Memphis Grizzlies,NBA,"$3,000,000",/players/a/atkinch01.html
2007-08,Denver Nuggets,NBA,"$3,000,000",/players/a/atkinch01.html
2008-09,Oklahoma City Thunder,NBA,"$3,240,000",/players/a/atkinch01.html
2009-10,Detroit Pistons,NBA,"$1,306,455",/players/a/atkinch01.html
2009-10,Minnesota Timberwolves,NBA,"$760,000",/players/a/atkinch01.html
Career,(may be incomplete),,"$34,191,455",/players/a/atkinch01.html
1999-00,Orlando Magic,NBA,"$385,000",/players/a/atkinch01.html
2000-01,Detroit Pistons,NBA,"$3,000,000",/players/a/atkinch01.html
2001-02,Detroit Pistons,NBA,"$3,300,000",/players/a/atkinch01.html
2002-03,Detroit Pistons,NBA,"$3,600,000",/players/a/atkinch01.html
2003-04,Detroit Pistons,NBA,"$3,900,000",/players/a/atkinch01.html
2004-05,Los Angeles Lakers,NBA,"$4,200,000",/players/a/atkinch01.html
2005-06,Washington Wizards,NBA,"$4,500,000",/players/a/atkinch01.html
2006-07,Memphis Grizzlies,NBA,"$3,000,000",/players/a/atkinch01.html
2007-08,Denver Nuggets,NBA,"$3,000,000",/players/a/atkinch01.html
2008-09,Oklahoma City Thunder,NBA,"$3,240,000",/players/a/atkinch01.html
2009-10,Detroit Pistons,NBA,"$1,306,455",/players/a/atkinch01.html
2009-10,Minnesota Timberwolves,NBA,"$760,000",/players/a/atkinch01.html
Career,(may be incomplete),,"$34,191,455",/players/a/atkinch01.html
2008-09,Charlotte Bobcats,NBA,"$2,208,960",/players/a/augusdj01.html
2009-10,Charlotte Bobcats,NBA,"$2,385,480",/players/a/augusdj01.html
2010-11,Charlotte Bobcats,NBA,"$2,540,400",/players/a/augusdj01.html
2011-12,Charlotte Bobcats,NBA,"$3,236,470",/players/a/augusdj01.html
2012-13,Indiana Pacers,NBA,"$3,500,000",/players/a/augusdj01.html
2013-14,Toronto Raptors,NBA,"$1,267,000",/players/a/augusdj01.html
2014-15,Oklahoma City Thunder,NBA,"$3,000,000",/players/a/augusdj01.html
2015-16,Denver Nuggets,NBA,"$3,000,000",/players/a/augusdj01.html
2016-17,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2017-18,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2018-19,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2019-20,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2020-21,Houston Rockets,NBA,"$6,666,667",/players/a/augusdj01.html
2021-22,Houston Rockets,NBA,"$7,000,000",/players/a/augusdj01.html
2021-22,Los Angeles Lakers,NBA,"$622,467",/players/a/augusdj01.html
Career,(may be incomplete),,"$64,427,444",/players/a/augusdj01.html
2008-09,Charlotte Bobcats,NBA,"$2,208,960",/players/a/augusdj01.html
2009-10,Charlotte Bobcats,NBA,"$2,385,480",/players/a/augusdj01.html
2010-11,Charlotte Bobcats,NBA,"$2,540,400",/players/a/augusdj01.html
2011-12,Charlotte Bobcats,NBA,"$3,236,470",/players/a/augusdj01.html
2012-13,Indiana Pacers,NBA,"$3,500,000",/players/a/augusdj01.html
2013-14,Toronto Raptors,NBA,"$1,267,000",/players/a/augusdj01.html
2014-15,Oklahoma City Thunder,NBA,"$3,000,000",/players/a/augusdj01.html
2015-16,Denver Nuggets,NBA,"$3,000,000",/players/a/augusdj01.html
2016-17,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2017-18,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2018-19,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2019-20,Orlando Magic,NBA,"$7,250,000",/players/a/augusdj01.html
2020-21,Houston Rockets,NBA,"$6,666,667",/players/a/augusdj01.html
2021-22,Houston Rockets,NBA,"$7,000,000",/players/a/augusdj01.html
2021-22,Los Angeles Lakers,NBA,"$622,467",/players/a/augusdj01.html
Career,(may be incomplete),,"$64,427,444",/players/a/augusdj01.html
2009-10,Portland Trail Blazers,NBA,"$457,588",/players/p/pendeje02.html
2011-12,Indiana Pacers,NBA,"$1,500,000",/players/p/pendeje02.html
2012-13,Indiana Pacers,NBA,"$1,500,000",/players/p/pendeje02.html
2013-14,San Antonio Spurs,NBA,"$1,750,000",/players/p/pendeje02.html
2014-15,San Antonio Spurs,NBA,"$1,828,750",/players/p/pendeje02.html
2015-16,Los Angeles Clippers,NBA,"$317,232",/players/p/pendeje02.html
Career,(may be incomplete),,"$7,353,570",/players/p/pendeje02.html
2009-10,Portland Trail Blazers,NBA,"$457,588",/players/p/pendeje02.html
2011-12,Indiana Pacers,NBA,"$1,500,000",/players/p/pendeje02.html
2012-13,Indiana Pacers,NBA,"$1,500,000",/players/p/pendeje02.html
2013-14,San Antonio Spurs,NBA,"$1,750,000",/players/p/pendeje02.html
2014-15,San Antonio Spurs,NBA,"$1,828,750",/players/p/pendeje02.html
2015-16,Los Angeles Clippers,NBA,"$317,232",/players/p/pendeje02.html
Career,(may be incomplete),,"$7,353,570",/players/p/pendeje02.html
2006-07,Golden State Warriors,NBA,"$251,657",/players/a/azubuke01.html
2006-07,Houston Rockets,NBA,"$50,000",/players/a/azubuke01.html
2007-08,Golden State Warriors,NBA,"$687,456",/players/a/azubuke01.html
2008-09,Golden State Warriors,NBA,"$2,900,000",/players/a/azubuke01.html
2009-10,Golden State Warriors,NBA,"$3,132,000",/players/a/azubuke01.html
2010-11,New York Knicks,NBA,"$3,300,000",/players/a/azubuke01.html
2012-13,Cleveland Cavaliers,NBA,"$885,120",/players/a/azubuke01.html
Career,(may be incomplete),,"$11,206,233",/players/a/azubuke01.html
2006-07,Golden State Warriors,NBA,"$251,657",/players/a/azubuke01.html
2006-07,Houston Rockets,NBA,"$50,000",/players/a/azubuke01.html
2007-08,Golden State Warriors,NBA,"$687,456",/players/a/azubuke01.html
2008-09,Golden State Warriors,NBA,"$2,900,000",/players/a/azubuke01.html
2009-10,Golden State Warriors,NBA,"$3,132,000",/players/a/azubuke01.html
2010-11,New York Knicks,NBA,"$3,300,000",/players/a/azubuke01.html
2012-13,Cleveland Cavaliers,NBA,"$885,120",/players/a/azubuke01.html
Career,(may be incomplete),,"$11,206,233",/players/a/azubuke01.html
2006-07,New York Knicks,NBA,"$1,191,240",/players/b/balkmre01.html
2007-08,New York Knicks,NBA,"$1,280,640",/players/b/balkmre01.html
2008-09,Denver Nuggets,NBA,"$1,369,920",/players/b/balkmre01.html
2009-10,Denver Nuggets,NBA,"$2,112,417",/players/b/balkmre01.html
2010-11,New York Knicks,NBA,"$1,675,000",/players/b/balkmre01.html
2011-12,New York Knicks,NBA,"$1,675,000",/players/b/balkmre01.html
2012-13,New York Knicks,NBA,"$1,675,000",/players/b/balkmre01.html
Career,(may be incomplete),,"$10,979,217",/players/b/balkmre01.html
2006-07,New York Knicks,NBA,"$1,191,240",/players/b/balkmre01.html
2007-08,New York Knicks,NBA,"$1,280,640",/players/b/balkmre01.html
2008-09,Denver Nuggets,NBA,"$1,369,920",/players/b/balkmre01.html
2009-10,Denver Nuggets,NBA,"$2,112,417",/players/b/balkmre01.html
2010-11,New York Knicks,NBA,"$1,675,000",/players/b/balkmre01.html
2011-12,New York Knicks,NBA,"$1,675,000",/players/b/balkmre01.html
2012-13,New York Knicks,NBA,"$1,675,000",/players/b/balkmre01.html
Career,(may be incomplete),,"$10,979,217",/players/b/balkmre01.html
2003-04,Boston Celtics,NBA,"$1,499,400",/players/b/banksma01.html
2004-05,Boston Celtics,NBA,"$1,611,840",/players/b/banksma01.html
2005-06,Boston Celtics,NBA,"$1,724,280",/players/b/banksma01.html
2006-07,Phoenix Suns,NBA,"$3,672,414",/players/b/banksma01.html
2007-08,Miami Heat,NBA,"$3,966,207",/players/b/banksma01.html
2008-09,Toronto Raptors,NBA,"$4,260,000",/players/b/banksma01.html
2009-10,Toronto Raptors,NBA,"$4,553,793",/players/b/banksma01.html
2010-11,New Orleans Hornets,NBA,"$4,847,586",/players/b/banksma01.html
Career,(may be incomplete),,"$26,135,520",/players/b/banksma01.html
2003-04,Boston Celtics,NBA,"$1,499,400",/players/b/banksma01.html
2004-05,Boston Celtics,NBA,"$1,611,840",/players/b/banksma01.html
2005-06,Boston Celtics,NBA,"$1,724,280",/players/b/banksma01.html
2006-07,Phoenix Suns,NBA,"$3,672,414",/players/b/banksma01.html
2007-08,Miami Heat,NBA,"$3,966,207",/players/b/banksma01.html
2008-09,Toronto Raptors,NBA,"$4,260,000",/players/b/banksma01.html
2009-10,Toronto Raptors,NBA,"$4,553,793",/players/b/banksma01.html
2010-11,New Orleans Hornets,NBA,"$4,847,586",/players/b/banksma01.html
Career,(may be incomplete),,"$26,135,520",/players/b/banksma01.html
2003-04,Phoenix Suns,NBA,"$809,280",/players/b/barbole01.html
2004-05,Phoenix Suns,NBA,"$870,000",/players/b/barbole01.html
2005-06,Phoenix Suns,NBA,"$930,600",/players/b/barbole01.html
2006-07,Phoenix Suns,NBA,"$1,679,733",/players/b/barbole01.html
2007-08,Phoenix Suns,NBA,"$5,600,000",/players/b/barbole01.html
2008-09,Phoenix Suns,NBA,"$6,100,000",/players/b/barbole01.html
2009-10,Phoenix Suns,NBA,"$6,600,000",/players/b/barbole01.html
2010-11,Toronto Raptors,NBA,"$7,100,000",/players/b/barbole01.html
2011-12,Toronto Raptors,NBA,"$7,600,000",/players/b/barbole01.html
2012-13,Washington Wizards,NBA,"$1,229,255",/players/b/barbole01.html
2014-15,Golden State Warriors,NBA,"$1,448,490",/players/b/barbole01.html
2015-16,Golden State Warriors,NBA,"$2,500,000",/players/b/barbole01.html
2016-17,Phoenix Suns,NBA,"$4,000,000",/players/b/barbole01.html
2017-18,Phoenix Suns,NBA,"$500,000",/players/b/barbole01.html
Career,(may be incomplete),,"$46,967,358",/players/b/barbole01.html
2003-04,Phoenix Suns,NBA,"$809,280",/players/b/barbole01.html
2004-05,Phoenix Suns,NBA,"$870,000",/players/b/barbole01.html
2005-06,Phoenix Suns,NBA,"$930,600",/players/b/barbole01.html
2006-07,Phoenix Suns,NBA,"$1,679,733",/players/b/barbole01.html
2007-08,Phoenix Suns,NBA,"$5,600,000",/players/b/barbole01.html
2008-09,Phoenix Suns,NBA,"$6,100,000",/players/b/barbole01.html
2009-10,Phoenix Suns,NBA,"$6,600,000",/players/b/barbole01.html
2010-11,Toronto Raptors,NBA,"$7,100,000",/players/b/barbole01.html
2011-12,Toronto Raptors,NBA,"$7,600,000",/players/b/barbole01.html
2012-13,Washington Wizards,NBA,"$1,229,255",/players/b/barbole01.html
2014-15,Golden State Warriors,NBA,"$1,448,490",/players/b/barbole01.html
2015-16,Golden State Warriors,NBA,"$2,500,000",/players/b/barbole01.html
2016-17,Phoenix Suns,NBA,"$4,000,000",/players/b/barbole01.html
2017-18,Phoenix Suns,NBA,"$500,000",/players/b/barbole01.html
Career,(may be incomplete),,"$46,967,358",/players/b/barbole01.html
2006-07,Dallas Mavericks,NBA,"$412,718",/players/b/bareajo01.html
2007-08,Dallas Mavericks,NBA,"$687,456",/players/b/bareajo01.html
2008-09,Dallas Mavericks,NBA,"$1,500,000",/players/b/bareajo01.html
2009-10,Dallas Mavericks,NBA,"$1,657,500",/players/b/bareajo01.html
2010-11,Dallas Mavericks,NBA,"$1,815,000",/players/b/bareajo01.html
2011-12,Minnesota Timberwolves,NBA,"$4,300,000",/players/b/bareajo01.html
2012-13,Minnesota Timberwolves,NBA,"$4,493,500",/players/b/bareajo01.html
2013-14,Minnesota Timberwolves,NBA,"$4,687,000",/players/b/bareajo01.html
2014-15,Dallas Mavericks,NBA,"$1,310,286",/players/b/bareajo01.html
2015-16,Dallas Mavericks,NBA,"$4,000,000",/players/b/bareajo01.html
2016-17,Dallas Mavericks,NBA,"$4,096,950",/players/b/bareajo01.html
2017-18,Dallas Mavericks,NBA,"$3,903,900",/players/b/bareajo01.html
2018-19,Dallas Mavericks,NBA,"$3,710,850",/players/b/bareajo01.html
2019-20,Dallas Mavericks,NBA,"$2,564,753",/players/b/bareajo01.html
2020-21,Dallas Mavericks,NBA,"$1,620,564",/players/b/bareajo01.html
Career,(may be incomplete),,"$40,760,477",/players/b/bareajo01.html
2006-07,Dallas Mavericks,NBA,"$412,718",/players/b/bareajo01.html
2007-08,Dallas Mavericks,NBA,"$687,456",/players/b/bareajo01.html
2008-09,Dallas Mavericks,NBA,"$1,500,000",/players/b/bareajo01.html
2009-10,Dallas Mavericks,NBA,"$1,657,500",/players/b/bareajo01.html
2010-11,Dallas Mavericks,NBA,"$1,815,000",/players/b/bareajo01.html
2011-12,Minnesota Timberwolves,NBA,"$4,300,000",/players/b/bareajo01.html
2012-13,Minnesota Timberwolves,NBA,"$4,493,500",/players/b/bareajo01.html
2013-14,Minnesota Timberwolves,NBA,"$4,687,000",/players/b/bareajo01.html
