Season,Team,Lg,Salary,Player Link
2004-05,Cleveland Cavaliers,NBA,"$1,000,000",/players/h/huntest01.html
2004-05,Phoenix Suns,NBA,"$720,046",/players/h/huntest01.html
2005-06,Philadelphia 76ers,NBA,"$2,800,000",/players/h/huntest01.html
2006-07,Philadelphia 76ers,NBA,"$3,024,000",/players/h/huntest01.html
2007-08,Denver Nuggets,NBA,"$3,248,000",/players/h/huntest01.html
2008-09,Denver Nuggets,NBA,"$3,862,600",/players/h/huntest01.html
2009-10,Memphis Grizzlies,NBA,"$3,696,000",/players/h/huntest01.html
Career,(may be incomplete),,"$22,365,366",/players/h/huntest01.html
2009-10,Oklahoma City Thunder,NBA,"$1,120,200",/players/i/ibakase01.html
2010-11,Oklahoma City Thunder,NBA,"$1,204,200",/players/i/ibakase01.html
2011-12,Oklahoma City Thunder,NBA,"$1,288,200",/players/i/ibakase01.html
2012-13,Oklahoma City Thunder,NBA,"$2,253,062",/players/i/ibakase01.html
2013-14,Oklahoma City Thunder,NBA,"$12,250,000",/players/i/ibakase01.html
2014-15,Oklahoma City Thunder,NBA,"$12,350,000",/players/i/ibakase01.html
2015-16,Oklahoma City Thunder,NBA,"$12,350,000",/players/i/ibakase01.html
2016-17,Toronto Raptors,NBA,"$12,250,000",/players/i/ibakase01.html
2017-18,Toronto Raptors,NBA,"$20,061,729",/players/i/ibakase01.html
2018-19,Toronto Raptors,NBA,"$21,666,667",/players/i/ibakase01.html
2019-20,Toronto Raptors,NBA,"$23,271,604",/players/i/ibakase01.html
2020-21,Los Angeles Clippers,NBA,"$9,258,000",/players/i/ibakase01.html
2021-22,Milwaukee Bucks,NBA,"$9,720,900",/players/i/ibakase01.html
Career,(may be incomplete),,"$139,044,562",/players/i/ibakase01.html
2009-10,Oklahoma City Thunder,NBA,"$1,120,200",/players/i/ibakase01.html
2010-11,Oklahoma City Thunder,NBA,"$1,204,200",/players/i/ibakase01.html
2011-12,Oklahoma City Thunder,NBA,"$1,288,200",/players/i/ibakase01.html
2012-13,Oklahoma City Thunder,NBA,"$2,253,062",/players/i/ibakase01.html
2013-14,Oklahoma City Thunder,NBA,"$12,250,000",/players/i/ibakase01.html
2014-15,Oklahoma City Thunder,NBA,"$12,350,000",/players/i/ibakase01.html
2015-16,Oklahoma City Thunder,NBA,"$12,350,000",/players/i/ibakase01.html
2016-17,Toronto Raptors,NBA,"$12,250,000",/players/i/ibakase01.html
2017-18,Toronto Raptors,NBA,"$20,061,729",/players/i/ibakase01.html
2018-19,Toronto Raptors,NBA,"$21,666,667",/players/i/ibakase01.html
2019-20,Toronto Raptors,NBA,"$23,271,604",/players/i/ibakase01.html
2020-21,Los Angeles Clippers,NBA,"$9,258,000",/players/i/ibakase01.html
2021-22,Milwaukee Bucks,NBA,"$9,720,900",/players/i/ibakase01.html
Career,(may be incomplete),,"$139,044,562",/players/i/ibakase01.html
2004-05,Philadelphia 76ers,NBA,"$1,914,480",/players/i/iguodan01.html
2005-06,Philadelphia 76ers,NBA,"$2,058,000",/players/i/iguodan01.html
2006-07,Philadelphia 76ers,NBA,"$2,201,640",/players/i/iguodan01.html
2007-08,Philadelphia 76ers,NBA,"$2,804,889",/players/i/iguodan01.html
2008-09,Philadelphia 76ers,NBA,"$11,300,000",/players/i/iguodan01.html
2009-10,Philadelphia 76ers,NBA,"$12,200,000",/players/i/iguodan01.html
2010-11,Philadelphia 76ers,NBA,"$12,345,250",/players/i/iguodan01.html
2011-12,Philadelphia 76ers,NBA,"$13,531,750",/players/i/iguodan01.html
2012-13,Denver Nuggets,NBA,"$14,968,250",/players/i/iguodan01.html
2013-14,Golden State Warriors,NBA,"$12,868,632",/players/i/iguodan01.html
2014-15,Golden State Warriors,NBA,"$12,289,544",/players/i/iguodan01.html
2015-16,Golden State Warriors,NBA,"$11,710,456",/players/i/iguodan01.html
2016-17,Golden State Warriors,NBA,"$11,131,368",/players/i/iguodan01.html
2017-18,Golden State Warriors,NBA,"$14,814,815",/players/i/iguodan01.html
2018-19,Golden State Warriors,NBA,"$16,000,000",/players/i/iguodan01.html
2019-20,Miami Heat,NBA,"$17,185,185",/players/i/iguodan01.html
2020-21,Miami Heat,NBA,"$15,000,000",/players/i/iguodan01.html
2021-22,Golden State Warriors,NBA,"$2,641,691",/players/i/iguodan01.html
Career,(may be incomplete),,"$186,965,950",/players/i/iguodan01.html
2004-05,Philadelphia 76ers,NBA,"$1,914,480",/players/i/iguodan01.html
2005-06,Philadelphia 76ers,NBA,"$2,058,000",/players/i/iguodan01.html
2006-07,Philadelphia 76ers,NBA,"$2,201,640",/players/i/iguodan01.html
2007-08,Philadelphia 76ers,NBA,"$2,804,889",/players/i/iguodan01.html
2008-09,Philadelphia 76ers,NBA,"$11,300,000",/players/i/iguodan01.html
2009-10,Philadelphia 76ers,NBA,"$12,200,000",/players/i/iguodan01.html
2010-11,Philadelphia 76ers,NBA,"$12,345,250",/players/i/iguodan01.html
2011-12,Philadelphia 76ers,NBA,"$13,531,750",/players/i/iguodan01.html
2012-13,Denver Nuggets,NBA,"$14,968,250",/players/i/iguodan01.html
2013-14,Golden State Warriors,NBA,"$12,868,632",/players/i/iguodan01.html
2014-15,Golden State Warriors,NBA,"$12,289,544",/players/i/iguodan01.html
2015-16,Golden State Warriors,NBA,"$11,710,456",/players/i/iguodan01.html
2016-17,Golden State Warriors,NBA,"$11,131,368",/players/i/iguodan01.html
2017-18,Golden State Warriors,NBA,"$14,814,815",/players/i/iguodan01.html
2018-19,Golden State Warriors,NBA,"$16,000,000",/players/i/iguodan01.html
2019-20,Miami Heat,NBA,"$17,185,185",/players/i/iguodan01.html
2020-21,Miami Heat,NBA,"$15,000,000",/players/i/iguodan01.html
2021-22,Golden State Warriors,NBA,"$2,641,691",/players/i/iguodan01.html
Career,(may be incomplete),,"$186,965,950",/players/i/iguodan01.html
1996-97,Cleveland Cavaliers,NBA,"$720,000",/players/i/ilgauzy01.html
1997-98,Cleveland Cavaliers,NBA,"$828,000",/players/i/ilgauzy01.html
1999-00,Cleveland Cavaliers,NBA,"$9,000,000",/players/i/ilgauzy01.html
2000-01,Cleveland Cavaliers,NBA,"$10,130,000",/players/i/ilgauzy01.html
2001-02,Cleveland Cavaliers,NBA,"$11,250,000",/players/i/ilgauzy01.html
2002-03,Cleveland Cavaliers,NBA,"$12,375,000",/players/i/ilgauzy01.html
2003-04,Cleveland Cavaliers,NBA,"$13,500,000",/players/i/ilgauzy01.html
2004-05,Cleveland Cavaliers,NBA,"$14,625,000",/players/i/ilgauzy01.html
2005-06,Cleveland Cavaliers,NBA,"$8,740,000",/players/i/ilgauzy01.html
2006-07,Cleveland Cavaliers,NBA,"$9,442,697",/players/i/ilgauzy01.html
2007-08,Cleveland Cavaliers,NBA,"$10,142,156",/players/i/ilgauzy01.html
2008-09,Cleveland Cavaliers,NBA,"$10,841,615",/players/i/ilgauzy01.html
2009-10,Washington Wizards,NBA,"$11,541,074",/players/i/ilgauzy01.html
2010-11,Miami Heat,NBA,"$1,352,181",/players/i/ilgauzy01.html
Career,(may be incomplete),,"$124,487,723",/players/i/ilgauzy01.html
1996-97,Cleveland Cavaliers,NBA,"$720,000",/players/i/ilgauzy01.html
1997-98,Cleveland Cavaliers,NBA,"$828,000",/players/i/ilgauzy01.html
1999-00,Cleveland Cavaliers,NBA,"$9,000,000",/players/i/ilgauzy01.html
2000-01,Cleveland Cavaliers,NBA,"$10,130,000",/players/i/ilgauzy01.html
2001-02,Cleveland Cavaliers,NBA,"$11,250,000",/players/i/ilgauzy01.html
2002-03,Cleveland Cavaliers,NBA,"$12,375,000",/players/i/ilgauzy01.html
2003-04,Cleveland Cavaliers,NBA,"$13,500,000",/players/i/ilgauzy01.html
2004-05,Cleveland Cavaliers,NBA,"$14,625,000",/players/i/ilgauzy01.html
2005-06,Cleveland Cavaliers,NBA,"$8,740,000",/players/i/ilgauzy01.html
2006-07,Cleveland Cavaliers,NBA,"$9,442,697",/players/i/ilgauzy01.html
2007-08,Cleveland Cavaliers,NBA,"$10,142,156",/players/i/ilgauzy01.html
2008-09,Cleveland Cavaliers,NBA,"$10,841,615",/players/i/ilgauzy01.html
2009-10,Washington Wizards,NBA,"$11,541,074",/players/i/ilgauzy01.html
2010-11,Miami Heat,NBA,"$1,352,181",/players/i/ilgauzy01.html
Career,(may be incomplete),,"$124,487,723",/players/i/ilgauzy01.html
2004-05,Dallas Mavericks,NBA,"$800,000",/players/m/mbengdj01.html
2005-06,Dallas Mavericks,NBA,"$880,000",/players/m/mbengdj01.html
2006-07,Dallas Mavericks,NBA,"$1,628,959",/players/m/mbengdj01.html
2007-08,Dallas Mavericks,NBA,"$1,800,000",/players/m/mbengdj01.html
2007-08,Los Angeles Lakers,NBA,"$434,091",/players/m/mbengdj01.html
2007-08,Golden State Warriors,NBA,"$249,478",/players/m/mbengdj01.html
2008-09,Dallas Mavericks,NBA,"$1,971,941",/players/m/mbengdj01.html
2008-09,Los Angeles Lakers,NBA,"$880,658",/players/m/mbengdj01.html
2009-10,Los Angeles Lakers,NBA,"$959,111",/players/m/mbengdj01.html
2010-11,New Orleans Hornets,NBA,"$1,069,509",/players/m/mbengdj01.html
Career,(may be incomplete),,"$10,673,747",/players/m/mbengdj01.html
2004-05,Dallas Mavericks,NBA,"$800,000",/players/m/mbengdj01.html
2005-06,Dallas Mavericks,NBA,"$880,000",/players/m/mbengdj01.html
2006-07,Dallas Mavericks,NBA,"$1,628,959",/players/m/mbengdj01.html
2007-08,Dallas Mavericks,NBA,"$1,800,000",/players/m/mbengdj01.html
2007-08,Los Angeles Lakers,NBA,"$434,091",/players/m/mbengdj01.html
2007-08,Golden State Warriors,NBA,"$249,478",/players/m/mbengdj01.html
2008-09,Dallas Mavericks,NBA,"$1,971,941",/players/m/mbengdj01.html
2008-09,Los Angeles Lakers,NBA,"$880,658",/players/m/mbengdj01.html
2009-10,Los Angeles Lakers,NBA,"$959,111",/players/m/mbengdj01.html
2010-11,New Orleans Hornets,NBA,"$1,069,509",/players/m/mbengdj01.html
Career,(may be incomplete),,"$10,673,747",/players/m/mbengdj01.html
2005-06,Milwaukee Bucks,NBA,"$398,762",/players/i/ilyaser01.html
2006-07,Milwaukee Bucks,NBA,"$664,209",/players/i/ilyaser01.html
2009-10,Milwaukee Bucks,NBA,"$2,100,000",/players/i/ilyaser01.html
2010-11,Milwaukee Bucks,NBA,"$2,320,500",/players/i/ilyaser01.html
2011-12,Milwaukee Bucks,NBA,"$2,541,000",/players/i/ilyaser01.html
2012-13,Milwaukee Bucks,NBA,"$7,900,000",/players/i/ilyaser01.html
2013-14,Milwaukee Bucks,NBA,"$7,900,000",/players/i/ilyaser01.html
2014-15,Detroit Pistons,NBA,"$7,900,000",/players/i/ilyaser01.html
2015-16,Orlando Magic,NBA,"$7,900,000",/players/i/ilyaser01.html
2016-17,Atlanta Hawks,NBA,"$8,400,000",/players/i/ilyaser01.html
2017-18,Atlanta Hawks,NBA,"$5,434,282",/players/i/ilyaser01.html
2017-18,Philadelphia 76ers,NBA,"$357,454",/players/i/ilyaser01.html
2018-19,Milwaukee Bucks,NBA,"$7,000,000",/players/i/ilyaser01.html
2019-20,Milwaukee Bucks,NBA,"$7,000,000",/players/i/ilyaser01.html
2020-21,Utah Jazz,NBA,"$754,783",/players/i/ilyaser01.html
2021-22,Chicago Bulls,NBA,"$151,821",/players/i/ilyaser01.html
Career,(may be incomplete),,"$68,722,811",/players/i/ilyaser01.html
2005-06,Milwaukee Bucks,NBA,"$398,762",/players/i/ilyaser01.html
2006-07,Milwaukee Bucks,NBA,"$664,209",/players/i/ilyaser01.html
2009-10,Milwaukee Bucks,NBA,"$2,100,000",/players/i/ilyaser01.html
2010-11,Milwaukee Bucks,NBA,"$2,320,500",/players/i/ilyaser01.html
2011-12,Milwaukee Bucks,NBA,"$2,541,000",/players/i/ilyaser01.html
2012-13,Milwaukee Bucks,NBA,"$7,900,000",/players/i/ilyaser01.html
2013-14,Milwaukee Bucks,NBA,"$7,900,000",/players/i/ilyaser01.html
2014-15,Detroit Pistons,NBA,"$7,900,000",/players/i/ilyaser01.html
2015-16,Orlando Magic,NBA,"$7,900,000",/players/i/ilyaser01.html
2016-17,Atlanta Hawks,NBA,"$8,400,000",/players/i/ilyaser01.html
2017-18,Atlanta Hawks,NBA,"$5,434,282",/players/i/ilyaser01.html
2017-18,Philadelphia 76ers,NBA,"$357,454",/players/i/ilyaser01.html
2018-19,Milwaukee Bucks,NBA,"$7,000,000",/players/i/ilyaser01.html
2019-20,Milwaukee Bucks,NBA,"$7,000,000",/players/i/ilyaser01.html
2020-21,Utah Jazz,NBA,"$754,783",/players/i/ilyaser01.html
2021-22,Chicago Bulls,NBA,"$151,821",/players/i/ilyaser01.html
Career,(may be incomplete),,"$68,722,811",/players/i/ilyaser01.html
1996-97,Philadelphia 76ers,NBA,"$2,267,000",/players/i/iversal01.html
1997-98,Philadelphia 76ers,NBA,"$3,128,640",/players/i/iversal01.html
1998-99,Philadelphia 76ers,NBA,"$3,537,000",/players/i/iversal01.html
1999-00,Philadelphia 76ers,NBA,"$9,000,000",/players/i/iversal01.html
2000-01,Philadelphia 76ers,NBA,"$10,130,000",/players/i/iversal01.html
2001-02,Philadelphia 76ers,NBA,"$11,250,000",/players/i/iversal01.html
2002-03,Philadelphia 76ers,NBA,"$12,375,000",/players/i/iversal01.html
2003-04,Philadelphia 76ers,NBA,"$13,500,000",/players/i/iversal01.html
2004-05,Philadelphia 76ers,NBA,"$14,625,000",/players/i/iversal01.html
2005-06,Philadelphia 76ers,NBA,"$16,453,125",/players/i/iversal01.html
2006-07,Denver Nuggets,NBA,"$17,184,375",/players/i/iversal01.html
2007-08,Denver Nuggets,NBA,"$19,012,500",/players/i/iversal01.html
2008-09,Detroit Pistons,NBA,"$20,840,625",/players/i/iversal01.html
2009-10,Philadelphia 76ers,NBA,"$1,029,794",/players/i/iversal01.html
2009-10,Memphis Grizzlies,NBA,"$161,386",/players/i/iversal01.html
Career,(may be incomplete),,"$154,494,445",/players/i/iversal01.html
1996-97,Philadelphia 76ers,NBA,"$2,267,000",/players/i/iversal01.html
1997-98,Philadelphia 76ers,NBA,"$3,128,640",/players/i/iversal01.html
1998-99,Philadelphia 76ers,NBA,"$3,537,000",/players/i/iversal01.html
1999-00,Philadelphia 76ers,NBA,"$9,000,000",/players/i/iversal01.html
2000-01,Philadelphia 76ers,NBA,"$10,130,000",/players/i/iversal01.html
2001-02,Philadelphia 76ers,NBA,"$11,250,000",/players/i/iversal01.html
2002-03,Philadelphia 76ers,NBA,"$12,375,000",/players/i/iversal01.html
2003-04,Philadelphia 76ers,NBA,"$13,500,000",/players/i/iversal01.html
2004-05,Philadelphia 76ers,NBA,"$14,625,000",/players/i/iversal01.html
2005-06,Philadelphia 76ers,NBA,"$16,453,125",/players/i/iversal01.html
2006-07,Denver Nuggets,NBA,"$17,184,375",/players/i/iversal01.html
2007-08,Denver Nuggets,NBA,"$19,012,500",/players/i/iversal01.html
2008-09,Detroit Pistons,NBA,"$20,840,625",/players/i/iversal01.html
2009-10,Philadelphia 76ers,NBA,"$1,029,794",/players/i/iversal01.html
2009-10,Memphis Grizzlies,NBA,"$161,386",/players/i/iversal01.html
Career,(may be incomplete),,"$154,494,445",/players/i/iversal01.html
2004-05,Atlanta Hawks,NBA,"$425,000",/players/i/iveyro01.html
2005-06,Atlanta Hawks,NBA,"$641,748",/players/i/iveyro01.html
2006-07,Atlanta Hawks,NBA,"$744,551",/players/i/iveyro01.html
2007-08,Milwaukee Bucks,NBA,"$826,046",/players/i/iveyro01.html
2008-09,Philadelphia 76ers,NBA,"$854,957",/players/i/iveyro01.html
2009-10,Milwaukee Bucks,NBA,"$1,050,000",/players/i/iveyro01.html
2010-11,Oklahoma City Thunder,NBA,"$1,200,000",/players/i/iveyro01.html
2011-12,Oklahoma City Thunder,NBA,"$1,200,000",/players/i/iveyro01.html
2012-13,Philadelphia 76ers,NBA,"$1,223,166",/players/i/iveyro01.html
Career,(may be incomplete),,"$8,165,468",/players/i/iveyro01.html
2004-05,Atlanta Hawks,NBA,"$425,000",/players/i/iveyro01.html
2005-06,Atlanta Hawks,NBA,"$641,748",/players/i/iveyro01.html
2006-07,Atlanta Hawks,NBA,"$744,551",/players/i/iveyro01.html
2007-08,Milwaukee Bucks,NBA,"$826,046",/players/i/iveyro01.html
2008-09,Philadelphia 76ers,NBA,"$854,957",/players/i/iveyro01.html
2009-10,Milwaukee Bucks,NBA,"$1,050,000",/players/i/iveyro01.html
2010-11,Oklahoma City Thunder,NBA,"$1,200,000",/players/i/iveyro01.html
2011-12,Oklahoma City Thunder,NBA,"$1,200,000",/players/i/iveyro01.html
2012-13,Philadelphia 76ers,NBA,"$1,223,166",/players/i/iveyro01.html
Career,(may be incomplete),,"$8,165,468",/players/i/iveyro01.html
2005-06,Portland Trail Blazers,NBA,"$1,058,640",/players/j/jackja01.html
2006-07,Portland Trail Blazers,NBA,"$1,137,960",/players/j/jackja01.html
2007-08,Portland Trail Blazers,NBA,"$1,217,400",/players/j/jackja01.html
2008-09,Indiana Pacers,NBA,"$2,002,623",/players/j/jackja01.html
2009-10,Toronto Raptors,NBA,"$4,500,000",/players/j/jackja01.html
2010-11,New Orleans Hornets,NBA,"$4,600,000",/players/j/jackja01.html
2011-12,New Orleans Hornets,NBA,"$5,000,000",/players/j/jackja01.html
2012-13,Golden State Warriors,NBA,"$5,400,000",/players/j/jackja01.html
2013-14,Cleveland Cavaliers,NBA,"$6,300,000",/players/j/jackja01.html
2014-15,Brooklyn Nets,NBA,"$6,300,000",/players/j/jackja01.html
2015-16,Brooklyn Nets,NBA,"$6,300,000",/players/j/jackja01.html
2016-17,Atlanta Hawks,NBA,"$1,551,659",/players/j/jackja01.html
2016-17,Brooklyn Nets,NBA,"$500,000",/players/j/jackja01.html
2016-17,New Orleans Pelicans,NBA,"$91,274",/players/j/jackja01.html
2017-18,New York Knicks,NBA,"$1,471,382",/players/j/jackja01.html
Career,(may be incomplete),,"$47,430,938",/players/j/jackja01.html
2005-06,Portland Trail Blazers,NBA,"$1,058,640",/players/j/jackja01.html
2006-07,Portland Trail Blazers,NBA,"$1,137,960",/players/j/jackja01.html
2007-08,Portland Trail Blazers,NBA,"$1,217,400",/players/j/jackja01.html
2008-09,Indiana Pacers,NBA,"$2,002,623",/players/j/jackja01.html
2009-10,Toronto Raptors,NBA,"$4,500,000",/players/j/jackja01.html
2010-11,New Orleans Hornets,NBA,"$4,600,000",/players/j/jackja01.html
2011-12,New Orleans Hornets,NBA,"$5,000,000",/players/j/jackja01.html
2012-13,Golden State Warriors,NBA,"$5,400,000",/players/j/jackja01.html
2013-14,Cleveland Cavaliers,NBA,"$6,300,000",/players/j/jackja01.html
2014-15,Brooklyn Nets,NBA,"$6,300,000",/players/j/jackja01.html
2015-16,Brooklyn Nets,NBA,"$6,300,000",/players/j/jackja01.html
2016-17,Atlanta Hawks,NBA,"$1,551,659",/players/j/jackja01.html
2016-17,Brooklyn Nets,NBA,"$500,000",/players/j/jackja01.html
2016-17,New Orleans Pelicans,NBA,"$91,274",/players/j/jackja01.html
2017-18,New York Knicks,NBA,"$1,471,382",/players/j/jackja01.html
Career,(may be incomplete),,"$47,430,938",/players/j/jackja01.html
2009-10,Cleveland Cavaliers,NBA,"$53,834",/players/j/jacksce01.html
Career,(may be incomplete),,"$53,834",/players/j/jacksce01.html
2009-10,Cleveland Cavaliers,NBA,"$53,834",/players/j/jacksce01.html
Career,(may be incomplete),,"$53,834",/players/j/jacksce01.html
2008-09,Cleveland Cavaliers,NBA,"$450,000",/players/j/jacksda01.html
2009-10,Cleveland Cavaliers,NBA,"$736,420",/players/j/jacksda01.html
2010-11,Sacramento Kings,NBA,"$854,389",/players/j/jacksda01.html
Career,(may be incomplete),,"$2,040,809",/players/j/jacksda01.html
2008-09,Cleveland Cavaliers,NBA,"$450,000",/players/j/jacksda01.html
2009-10,Cleveland Cavaliers,NBA,"$736,420",/players/j/jacksda01.html
2010-11,Sacramento Kings,NBA,"$854,389",/players/j/jacksda01.html
Career,(may be incomplete),,"$2,040,809",/players/j/jacksda01.html
2000-01,New Jersey Nets,NBA,"$316,969",/players/j/jacksst02.html
2001-02,San Antonio Spurs,NBA,"$590,850",/players/j/jacksst02.html
2002-03,San Antonio Spurs,NBA,"$699,935",/players/j/jacksst02.html
2003-04,Atlanta Hawks,NBA,"$1,000,000",/players/j/jacksst02.html
2004-05,Indiana Pacers,NBA,"$5,100,000",/players/j/jacksst02.html
2005-06,Indiana Pacers,NBA,"$5,610,000",/players/j/jacksst02.html
2006-07,Golden State Warriors,NBA,"$6,120,000",/players/j/jacksst02.html
2007-08,Golden State Warriors,NBA,"$6,630,000",/players/j/jacksst02.html
2008-09,Golden State Warriors,NBA,"$7,140,000",/players/j/jacksst02.html
2009-10,Charlotte Bobcats,NBA,"$7,650,000",/players/j/jacksst02.html
2010-11,Charlotte Bobcats,NBA,"$8,453,250",/players/j/jacksst02.html
2011-12,Milwaukee Bucks,NBA,"$9,256,500",/players/j/jacksst02.html
2012-13,San Antonio Spurs,NBA,"$10,059,750",/players/j/jacksst02.html
Career,(may be incomplete),,"$68,627,254",/players/j/jacksst02.html
2000-01,New Jersey Nets,NBA,"$316,969",/players/j/jacksst02.html
2001-02,San Antonio Spurs,NBA,"$590,850",/players/j/jacksst02.html
2002-03,San Antonio Spurs,NBA,"$699,935",/players/j/jacksst02.html
2003-04,Atlanta Hawks,NBA,"$1,000,000",/players/j/jacksst02.html
2004-05,Indiana Pacers,NBA,"$5,100,000",/players/j/jacksst02.html
2005-06,Indiana Pacers,NBA,"$5,610,000",/players/j/jacksst02.html
2006-07,Golden State Warriors,NBA,"$6,120,000",/players/j/jacksst02.html
2007-08,Golden State Warriors,NBA,"$6,630,000",/players/j/jacksst02.html
2008-09,Golden State Warriors,NBA,"$7,140,000",/players/j/jacksst02.html
2009-10,Charlotte Bobcats,NBA,"$7,650,000",/players/j/jacksst02.html
2010-11,Charlotte Bobcats,NBA,"$8,453,250",/players/j/jacksst02.html
2011-12,Milwaukee Bucks,NBA,"$9,256,500",/players/j/jacksst02.html
2012-13,San Antonio Spurs,NBA,"$10,059,750",/players/j/jacksst02.html
Career,(may be incomplete),,"$68,627,254",/players/j/jacksst02.html
2003-04,Cleveland Cavaliers,NBA,"$4,018,920",/players/j/jamesle01.html
2004-05,Cleveland Cavaliers,NBA,"$4,320,360",/players/j/jamesle01.html
2005-06,Cleveland Cavaliers,NBA,"$4,621,800",/players/j/jamesle01.html
2006-07,Cleveland Cavaliers,NBA,"$5,828,090",/players/j/jamesle01.html
2007-08,Cleveland Cavaliers,NBA,"$13,041,250",/players/j/jamesle01.html
2008-09,Cleveland Cavaliers,NBA,"$14,410,581",/players/j/jamesle01.html
2009-10,Cleveland Cavaliers,NBA,"$15,779,912",/players/j/jamesle01.html
2010-11,Miami Heat,NBA,"$14,500,000",/players/j/jamesle01.html
2011-12,Miami Heat,NBA,"$16,022,500",/players/j/jamesle01.html
2012-13,Miami Heat,NBA,"$17,545,000",/players/j/jamesle01.html
2013-14,Miami Heat,NBA,"$19,067,500",/players/j/jamesle01.html
2014-15,Cleveland Cavaliers,NBA,"$20,644,400",/players/j/jamesle01.html
2015-16,Cleveland Cavaliers,NBA,"$22,971,000",/players/j/jamesle01.html
2016-17,Cleveland Cavaliers,NBA,"$30,963,450",/players/j/jamesle01.html
2017-18,Cleveland Cavaliers,NBA,"$33,285,709",/players/j/jamesle01.html
2018-19,Los Angeles Lakers,NBA,"$35,654,150",/players/j/jamesle01.html
2019-20,Los Angeles Lakers,NBA,"$37,436,858",/players/j/jamesle01.html
2020-21,Los Angeles Lakers,NBA,"$39,219,566",/players/j/jamesle01.html
2021-22,Los Angeles Lakers,NBA,"$41,180,544",/players/j/jamesle01.html
Career,(may be incomplete),,"$390,511,590",/players/j/jamesle01.html
2003-04,Cleveland Cavaliers,NBA,"$4,018,920",/players/j/jamesle01.html
2004-05,Cleveland Cavaliers,NBA,"$4,320,360",/players/j/jamesle01.html
2005-06,Cleveland Cavaliers,NBA,"$4,621,800",/players/j/jamesle01.html
2006-07,Cleveland Cavaliers,NBA,"$5,828,090",/players/j/jamesle01.html
2007-08,Cleveland Cavaliers,NBA,"$13,041,250",/players/j/jamesle01.html
2008-09,Cleveland Cavaliers,NBA,"$14,410,581",/players/j/jamesle01.html
2009-10,Cleveland Cavaliers,NBA,"$15,779,912",/players/j/jamesle01.html
2010-11,Miami Heat,NBA,"$14,500,000",/players/j/jamesle01.html
2011-12,Miami Heat,NBA,"$16,022,500",/players/j/jamesle01.html
2012-13,Miami Heat,NBA,"$17,545,000",/players/j/jamesle01.html
2013-14,Miami Heat,NBA,"$19,067,500",/players/j/jamesle01.html
2014-15,Cleveland Cavaliers,NBA,"$20,644,400",/players/j/jamesle01.html
2015-16,Cleveland Cavaliers,NBA,"$22,971,000",/players/j/jamesle01.html
2016-17,Cleveland Cavaliers,NBA,"$30,963,450",/players/j/jamesle01.html
2017-18,Cleveland Cavaliers,NBA,"$33,285,709",/players/j/jamesle01.html
2018-19,Los Angeles Lakers,NBA,"$35,654,150",/players/j/jamesle01.html
2019-20,Los Angeles Lakers,NBA,"$37,436,858",/players/j/jamesle01.html
2020-21,Los Angeles Lakers,NBA,"$39,219,566",/players/j/jamesle01.html
2021-22,Los Angeles Lakers,NBA,"$41,180,544",/players/j/jamesle01.html
Career,(may be incomplete),,"$390,511,590",/players/j/jamesle01.html
2002-03,Miami Heat,NBA,"$512,435",/players/j/jamesmi01.html
2003-04,Boston Celtics,NBA,"$638,679",/players/j/jamesmi01.html
2004-05,Milwaukee Bucks,NBA,"$3,100,000",/players/j/jamesmi01.html
2005-06,Toronto Raptors,NBA,"$3,410,000",/players/j/jamesmi01.html
2006-07,Minnesota Timberwolves,NBA,"$5,215,000",/players/j/jamesmi01.html
2007-08,New Orleans Hornets,NBA,"$5,632,200",/players/j/jamesmi01.html
2008-09,Washington Wizards,NBA,"$6,244,093",/players/j/jamesmi01.html
2009-10,Washington Wizards,NBA,"$6,466,600",/players/j/jamesmi01.html
2011-12,Chicago Bulls,NBA,"$277,566",/players/j/jamesmi01.html
2012-13,Dallas Mavericks,NBA,"$795,401",/players/j/jamesmi01.html
Career,(may be incomplete),,"$32,291,974",/players/j/jamesmi01.html
2002-03,Miami Heat,NBA,"$512,435",/players/j/jamesmi01.html
2003-04,Boston Celtics,NBA,"$638,679",/players/j/jamesmi01.html
2004-05,Milwaukee Bucks,NBA,"$3,100,000",/players/j/jamesmi01.html
2005-06,Toronto Raptors,NBA,"$3,410,000",/players/j/jamesmi01.html
2006-07,Minnesota Timberwolves,NBA,"$5,215,000",/players/j/jamesmi01.html
2007-08,New Orleans Hornets,NBA,"$5,632,200",/players/j/jamesmi01.html
2008-09,Washington Wizards,NBA,"$6,244,093",/players/j/jamesmi01.html
2009-10,Washington Wizards,NBA,"$6,466,600",/players/j/jamesmi01.html
2011-12,Chicago Bulls,NBA,"$277,566",/players/j/jamesmi01.html
2012-13,Dallas Mavericks,NBA,"$795,401",/players/j/jamesmi01.html
Career,(may be incomplete),,"$32,291,974",/players/j/jamesmi01.html
1998-99,Golden State Warriors,NBA,"$1,940,000",/players/j/jamisan01.html
1999-00,Golden State Warriors,NBA,"$2,503,800",/players/j/jamisan01.html
2000-01,Golden State Warriors,NBA,"$2,678,400",/players/j/jamisan01.html
2001-02,Golden State Warriors,NBA,"$3,388,176",/players/j/jamisan01.html
2002-03,Golden State Warriors,NBA,"$10,067,750",/players/j/jamisan01.html
2003-04,Dallas Mavericks,NBA,"$11,326,219",/players/j/jamisan01.html
2004-05,Washington Wizards,NBA,"$12,584,688",/players/j/jamisan01.html
